exp	round_num	agentid	currname	saidbefore	heardbefore	denovo	saidsofar	heardsofar
CBBB2018-158	44	158_8596	sarah	1	1	0	['lisa', 'carie', 'carie', 'sarah', 'sarah', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah', 'saeah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarsh', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'ssrah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily']	['na', 'na', 'sarah', 'sarah', 'na', 'noidea', 'na', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah']
CBBB2018-158	47	158_8596	emily	1	1	0	['lisa', 'carie', 'carie', 'sarah', 'sarah', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah', 'saeah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarsh', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'ssrah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah']	['na', 'na', 'sarah', 'sarah', 'na', 'noidea', 'na', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'emily']
CBBB2018-158	48	158_8596	sarah	1	1	0	['lisa', 'carie', 'carie', 'sarah', 'sarah', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah', 'saeah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarsh', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'ssrah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'emily']	['na', 'na', 'sarah', 'sarah', 'na', 'noidea', 'na', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily']
CBBB2018-158	51	158_8596	emily	1	1	0	['lisa', 'carie', 'carie', 'sarah', 'sarah', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah', 'saeah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarsh', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'ssrah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'sarah']	['na', 'na', 'sarah', 'sarah', 'na', 'noidea', 'na', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'na', 'emily', 'emily']
CBBB2018-158	52	158_8596	sarah	1	1	0	['lisa', 'carie', 'carie', 'sarah', 'sarah', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah', 'saeah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarsh', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'ssrah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'sarah', 'emily']	['na', 'na', 'sarah', 'sarah', 'na', 'noidea', 'na', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'na', 'emily', 'emily', 'emily']
CBBB2018-158	57	158_8596	emily	1	1	0	['lisa', 'carie', 'carie', 'sarah', 'sarah', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah', 'saeah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarsh', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'ssrah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah']	['na', 'na', 'sarah', 'sarah', 'na', 'noidea', 'na', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'na', 'emily', 'emily', 'emily', 'sarah', 'emily', 'sarah', 'emily', 'emily']
CBBB2018-158	59	158_8596	sarah	1	1	0	['lisa', 'carie', 'carie', 'sarah', 'sarah', 'lisa', 'lisa', 'lisa', 'lisa', 'lisa', 'sarah', 'sarah', 'saeah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarsh', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'ssrah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily']	['na', 'na', 'sarah', 'sarah', 'na', 'noidea', 'na', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'emily', 'sarah', 'sarah', 'sarah', 'sarah', 'emily', 'emily', 'na', 'emily', 'emily', 'emily', 'sarah', 'emily', 'sarah', 'emily', 'emily', 'sarah', 'emily']
CBBB2018-160	1	160_9314	amanda	0	1	0	['jessica']	['amanda']
CBBB2018-160	4	160_9314	julia	0	1	0	['jessica', 'amanda', 'amanda', 'amanda']	['amanda', 'julia', 'elaine', 'julia']
CBBB2018-160	5	160_9314	amanda	1	1	0	['jessica', 'amanda', 'amanda', 'amanda', 'julia']	['amanda', 'julia', 'elaine', 'julia', 'emma']
CBBB2018-160	6	160_9314	julia	1	1	0	['jessica', 'amanda', 'amanda', 'amanda', 'julia', 'amanda']	['amanda', 'julia', 'elaine', 'julia', 'emma', 'julia']
CBBB2018-160	30	160_9314	sarah	0	1	0	['jessica', 'amanda', 'amanda', 'amanda', 'julia', 'amanda', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia']	['amanda', 'julia', 'elaine', 'julia', 'emma', 'julia', 'kate', 'ashly', 'julia', 'julia', 'julia', 'kate', 'julia', 'na', 'julia', 'julia', 'julia', 'sarah', 'julia', 'julia', 'julia', 'sarah', 'julia', 'julia', 'na', 'sarah', 'sarah', 'julia', 'sarah', 'sarah']
CBBB2018-160	32	160_9314	julia	1	1	0	['jessica', 'amanda', 'amanda', 'amanda', 'julia', 'amanda', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'sarah']	['amanda', 'julia', 'elaine', 'julia', 'emma', 'julia', 'kate', 'ashly', 'julia', 'julia', 'julia', 'kate', 'julia', 'na', 'julia', 'julia', 'julia', 'sarah', 'julia', 'julia', 'julia', 'sarah', 'julia', 'julia', 'na', 'sarah', 'sarah', 'julia', 'sarah', 'sarah', 'julia', 'julia']
CBBB2018-160	33	160_9314	sarah	1	1	0	['jessica', 'amanda', 'amanda', 'amanda', 'julia', 'amanda', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'sarah', 'julia']	['amanda', 'julia', 'elaine', 'julia', 'emma', 'julia', 'kate', 'ashly', 'julia', 'julia', 'julia', 'kate', 'julia', 'na', 'julia', 'julia', 'julia', 'sarah', 'julia', 'julia', 'julia', 'sarah', 'julia', 'julia', 'na', 'sarah', 'sarah', 'julia', 'sarah', 'sarah', 'julia', 'julia', 'sarah']
CBBB2018-160	34	160_9314	julia	1	1	0	['jessica', 'amanda', 'amanda', 'amanda', 'julia', 'amanda', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'sarah', 'julia', 'sarah']	['amanda', 'julia', 'elaine', 'julia', 'emma', 'julia', 'kate', 'ashly', 'julia', 'julia', 'julia', 'kate', 'julia', 'na', 'julia', 'julia', 'julia', 'sarah', 'julia', 'julia', 'julia', 'sarah', 'julia', 'julia', 'na', 'sarah', 'sarah', 'julia', 'sarah', 'sarah', 'julia', 'julia', 'sarah', 'sarah']
CBBB2018-160	35	160_9314	sarah	1	1	0	['jessica', 'amanda', 'amanda', 'amanda', 'julia', 'amanda', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'sarah', 'julia', 'sarah', 'julia']	['amanda', 'julia', 'elaine', 'julia', 'emma', 'julia', 'kate', 'ashly', 'julia', 'julia', 'julia', 'kate', 'julia', 'na', 'julia', 'julia', 'julia', 'sarah', 'julia', 'julia', 'julia', 'sarah', 'julia', 'julia', 'na', 'sarah', 'sarah', 'julia', 'sarah', 'sarah', 'julia', 'julia', 'sarah', 'sarah', 'sarah']
CBBB2018-160	1	160_9269	sarah	0	0	1	['amanda']	['jessica']
CBBB2018-160	2	160_9269	jessica	0	1	0	['amanda', 'sarah']	['jessica', 'sarah']
CBBB2018-160	3	160_9269	elizabeth	0	0	1	['amanda', 'sarah', 'jessica']	['jessica', 'sarah', 'sarah']
CBBB2018-160	10	160_9269	julia	0	1	0	['amanda', 'sarah', 'jessica', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth']	['jessica', 'sarah', 'sarah', 'na', 'na', 'julia', 'emily', 'na', 'sophia', 'julia']
CBBB2018-160	26	160_9269	sarah	1	1	0	['amanda', 'sarah', 'jessica', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia']	['jessica', 'sarah', 'sarah', 'na', 'na', 'julia', 'emily', 'na', 'sophia', 'julia', 'julia', 'na', 'mary', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia']
CBBB2018-160	27	160_9269	julia	1	1	0	['amanda', 'sarah', 'jessica', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah']	['jessica', 'sarah', 'sarah', 'na', 'na', 'julia', 'emily', 'na', 'sophia', 'julia', 'julia', 'na', 'mary', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah']
CBBB2018-160	28	160_9269	sarah	1	1	0	['amanda', 'sarah', 'jessica', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia']	['jessica', 'sarah', 'sarah', 'na', 'na', 'julia', 'emily', 'na', 'sophia', 'julia', 'julia', 'na', 'mary', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia']
CBBB2018-160	29	160_9269	julia	1	1	0	['amanda', 'sarah', 'jessica', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'sarah']	['jessica', 'sarah', 'sarah', 'na', 'na', 'julia', 'emily', 'na', 'sophia', 'julia', 'julia', 'na', 'mary', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah']
CBBB2018-160	31	160_9269	sarah	1	1	0	['amanda', 'sarah', 'jessica', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'julia']	['jessica', 'sarah', 'sarah', 'na', 'na', 'julia', 'emily', 'na', 'sophia', 'julia', 'julia', 'na', 'mary', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'sarah', 'sarah']
CBBB2018-160	35	160_9269	julia	1	1	0	['amanda', 'sarah', 'jessica', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'julia', 'sarah', 'sarah', 'sarah', 'sarah']	['jessica', 'sarah', 'sarah', 'na', 'na', 'julia', 'emily', 'na', 'sophia', 'julia', 'julia', 'na', 'mary', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'julia']
CBBB2018-160	40	160_9269	sarah	1	1	0	['amanda', 'sarah', 'jessica', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'julia', 'sarah', 'sarah', 'sarah', 'sarah', 'julia', 'julia', 'julia', 'julia', 'julia']	['jessica', 'sarah', 'sarah', 'na', 'na', 'julia', 'emily', 'na', 'sophia', 'julia', 'julia', 'na', 'mary', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'julia', 'sarah', 'sarah', 'julia', 'sarah', 'sarah']
CBBB2018-160	41	160_9269	julia	1	1	0	['amanda', 'sarah', 'jessica', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'julia', 'sarah', 'sarah', 'sarah', 'sarah', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah']	['jessica', 'sarah', 'sarah', 'na', 'na', 'julia', 'emily', 'na', 'sophia', 'julia', 'julia', 'na', 'mary', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'julia', 'sarah', 'sarah', 'julia', 'sarah', 'sarah', 'sarah']
CBBB2018-160	43	160_9269	sarah	1	1	0	['amanda', 'sarah', 'jessica', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'julia', 'sarah', 'sarah', 'sarah', 'sarah', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'julia']	['jessica', 'sarah', 'sarah', 'na', 'na', 'julia', 'emily', 'na', 'sophia', 'julia', 'julia', 'na', 'mary', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'julia', 'sarah', 'sarah', 'julia', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah']
CBBB2018-160	47	160_9269	julia	1	1	0	['amanda', 'sarah', 'jessica', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'julia', 'sarah', 'sarah', 'sarah', 'sarah', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'julia', 'sarah', 'sarah', 'sarah', 'sarah']	['jessica', 'sarah', 'sarah', 'na', 'na', 'julia', 'emily', 'na', 'sophia', 'julia', 'julia', 'na', 'mary', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'julia', 'sarah', 'sarah', 'julia', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah']
CBBB2018-160	48	160_9269	sarah	1	1	0	['amanda', 'sarah', 'jessica', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'julia', 'sarah', 'sarah', 'sarah', 'sarah', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'julia', 'sarah', 'sarah', 'sarah', 'sarah', 'julia']	['jessica', 'sarah', 'sarah', 'na', 'na', 'julia', 'emily', 'na', 'sophia', 'julia', 'julia', 'na', 'mary', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'julia', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'julia', 'sarah', 'sarah', 'julia', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah']
CBBB2018-160	1	160_9157	julia	0	1	0	['emma']	['julia']
CBBB2018-160	3	160_9157	na	0	0	1	['emma', 'julia', 'julia']	['julia', 'amanda', 'sprinkles']
CBBB2018-160	4	160_9157	julia	1	1	0	['emma', 'julia', 'julia', 'na']	['julia', 'amanda', 'sprinkles', 'julia']
CBBB2018-160	26	160_9157	sarah	0	1	0	['emma', 'julia', 'julia', 'na', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia']	['julia', 'amanda', 'sprinkles', 'julia', 'julia', 'sophia', 'elizabeth', 'julia', 'julia', 'mary', 'na', 'julia', 'julia', 'julia', 'na', 'julia', 'julia', 'julia', 'sarah', 'sarah', 'julia', 'julia', 'sarah', 'sarah', 'sarah', 'sarah']
CBBB2018-160	29	160_9157	julia	1	1	0	['emma', 'julia', 'julia', 'na', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'sarah', 'sarah']	['julia', 'amanda', 'sprinkles', 'julia', 'julia', 'sophia', 'elizabeth', 'julia', 'julia', 'mary', 'na', 'julia', 'julia', 'julia', 'na', 'julia', 'julia', 'julia', 'sarah', 'sarah', 'julia', 'julia', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'julia', 'julia']
CBBB2018-160	40	160_9157	sarah	1	1	0	['emma', 'julia', 'julia', 'na', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sarah', 'sarah', 'sarah', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia']	['julia', 'amanda', 'sprinkles', 'julia', 'julia', 'sophia', 'elizabeth', 'julia', 'julia', 'mary', 'na', 'julia', 'julia', 'julia', 'na', 'julia', 'julia', 'julia', 'sarah', 'sarah', 'julia', 'julia', 'sarah', 'sarah', 'sarah', 'sarah', 'sarah', 'julia', 'julia', 'na', 'sarah', 'sarah', 'julia', 'sarah', 'sarah', 'julia', 'sarah', 'sarah', 'sarah', 'sarah']
CBBB2018-160	6	160_8871	sophia	0	1	0	['julia', 'julia', 'julia', 'julia', 'julia', 'julia']	['emma', 'sophie', 'sophie', 'amanda', 'jennifer', 'sophia']
CBBB2018-160	13	160_8871	julia	1	1	0	['julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sophia', 'sophia', 'sophia', 'sophia', 'sophia', 'sophia', 'sophia']	['emma', 'sophie', 'sophie', 'amanda', 'jennifer', 'sophia', 'sophie', 'juila', 'sophie', 'emily', 'na', 'elizabeth', 'julia']
CBBB2018-160	14	160_8871	sophia	1	1	0	['julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'sophia', 'sophia', 'sophia', 'sophia', 'sophia', 'sophia', 'sophia', 'julia']	['emma', 'sophie', 'sophie', 'amanda', 'jennifer', 'sophia', 'sophie', 'juila', 'sophie', 'emily', 'na', 'elizabeth', 'julia', 'julia']
CBBB2018-160	1	160_8772	sophie	0	1	0	['keira']	['sophie']
CBBB2018-160	4	160_8772	emma	0	1	0	['keira', 'sophie', 'sophie', 'sophie']	['sophie', 'julia', 'emma', 'emily']
CBBB2018-160	5	160_8772	julia	0	1	0	['keira', 'sophie', 'sophie', 'sophie', 'emma']	['sophie', 'julia', 'emma', 'emily', 'julia']
CBBB2018-160	9	160_8772	sophia	0	1	0	['keira', 'sophie', 'sophie', 'sophie', 'emma', 'julia', 'julia', 'julia', 'julia']	['sophie', 'julia', 'emma', 'emily', 'julia', 'amanda', 'emily', 'sophia', 'sophia']
CBBB2018-160	11	160_8772	julia	1	1	0	['keira', 'sophie', 'sophie', 'sophie', 'emma', 'julia', 'julia', 'julia', 'julia', 'sophia', 'sophia']	['sophie', 'julia', 'emma', 'emily', 'julia', 'amanda', 'emily', 'sophia', 'sophia', 'emily', 'julia']
CBBB2018-160	39	160_8772	sarah	0	1	0	['keira', 'sophie', 'sophie', 'sophie', 'emma', 'julia', 'julia', 'julia', 'julia', 'sophia', 'sophia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia']	['sophie', 'julia', 'emma', 'emily', 'julia', 'amanda', 'emily', 'sophia', 'sophia', 'emily', 'julia', 'julia', 'julia', 'na', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'julia', 'na', 'julia', 'julia', 'sarah', 'sarah', 'julia', 'sarah', 'julia', 'julia', 'julia', 'sarah', 'julia', 'julia', 'sarah', 'sarah', 'sarah', 'sarah']
