exp	round_num	agentid	currname	saidbefore	heardbefore	denovo	saidsofar	heardsofar
CB2015-72	22	634	johana	0	0	1	['beth', 'christine', 'kara', 'mary', 'joanna', 'naomi', 'susan', 'suzanne', 'alicia', 'alice', 'alina', 'galina', 'valentina', 'justina', 'petra', 'petruska', 'florina', 'gumersinda', 'sara', 'bonita', 'somer', 'nereida']	['megan', 'na', 'simone', 'simone', 'simone', 'simone', 'simone', 'christine', 'simone', 'simone', 'sarah', 'sarah', 'simone', 'simone', 'simone', 'simone', 'simone', 'sarah', 'simone', 'simone', 'simone', 'simone']
CB2015-72	23	634	sima	0	0	1	['beth', 'christine', 'kara', 'mary', 'joanna', 'naomi', 'susan', 'suzanne', 'alicia', 'alice', 'alina', 'galina', 'valentina', 'justina', 'petra', 'petruska', 'florina', 'gumersinda', 'sara', 'bonita', 'somer', 'nereida', 'johana']	['megan', 'na', 'simone', 'simone', 'simone', 'simone', 'simone', 'christine', 'simone', 'simone', 'sarah', 'sarah', 'simone', 'simone', 'simone', 'simone', 'simone', 'sarah', 'simone', 'simone', 'simone', 'simone', 'sarah']
CB2015-72	24	634	eleanor	0	0	1	['beth', 'christine', 'kara', 'mary', 'joanna', 'naomi', 'susan', 'suzanne', 'alicia', 'alice', 'alina', 'galina', 'valentina', 'justina', 'petra', 'petruska', 'florina', 'gumersinda', 'sara', 'bonita', 'somer', 'nereida', 'johana', 'sima']	['megan', 'na', 'simone', 'simone', 'simone', 'simone', 'simone', 'christine', 'simone', 'simone', 'sarah', 'sarah', 'simone', 'simone', 'simone', 'simone', 'simone', 'sarah', 'simone', 'simone', 'simone', 'simone', 'sarah', 'simone']
CB2015-72	3	619	maria	0	0	1	['sara', 'sara', 'sara']	['rose', 'catherine', 'mary']
CB2015-72	4	619	sara	1	0	0	['sara', 'sara', 'sara', 'maria']	['rose', 'catherine', 'mary', 'catherine']
CB2015-72	5	619	catherine	0	1	0	['sara', 'sara', 'sara', 'maria', 'sara']	['rose', 'catherine', 'mary', 'catherine', 'catherine']
CB2015-72	24	619	na	0	0	1	['sara', 'sara', 'sara', 'maria', 'sara', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine']	['rose', 'catherine', 'mary', 'catherine', 'catherine', 'meghan', 'emily', 'meghan', 'catherine', 'meghan', 'meghan', 'sara', 'sara', 'catherine', 'catherine', 'catherine', 'sara', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'sara']
CB2015-72	25	619	catherine	1	1	0	['sara', 'sara', 'sara', 'maria', 'sara', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'na']	['rose', 'catherine', 'mary', 'catherine', 'catherine', 'meghan', 'emily', 'meghan', 'catherine', 'meghan', 'meghan', 'sara', 'sara', 'catherine', 'catherine', 'catherine', 'sara', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'catherine', 'sara', 'sara']
CB2015-72	1	620	sara	0	1	0	['rose']	['sara']
CB2015-72	4	620	meghan	0	1	0	['rose', 'sara', 'sara', 'sara']	['sara', 'kate', 'meghan', 'meghan']
CB2015-72	13	620	catherine	0	1	0	['rose', 'sara', 'sara', 'sara', 'meghan', 'meghan', 'meghan', 'meghan', 'meghan', 'meghan', 'meghan', 'meghan', 'meghan']	['sara', 'kate', 'meghan', 'meghan', 'julie', 'julie', 'catherine', 'camelle', 'hot dog', 'catherine', 'susan', 'catherine', 'catherine']
CB2015-72	4	631	jessica	0	1	0	['na', 'na', 'na', 'na']	['kelly', 'jenny', 'jessica', 'sarah']
CB2015-72	5	631	sarah	0	1	0	['na', 'na', 'na', 'na', 'jessica']	['kelly', 'jenny', 'jessica', 'sarah', 'sarah']
CB2015-72	6	631	jessica	1	1	0	['na', 'na', 'na', 'na', 'jessica', 'sarah']	['kelly', 'jenny', 'jessica', 'sarah', 'sarah', 'sarah']
CB2015-72	7	631	simone	0	1	0	['na', 'na', 'na', 'na', 'jessica', 'sarah', 'jessica']	['kelly', 'jenny', 'jessica', 'sarah', 'sarah', 'sarah', 'simone']
CB2015-72	8	631	sarah	1	1	0	['na', 'na', 'na', 'na', 'jessica', 'sarah', 'jessica', 'simone']	['kelly', 'jenny', 'jessica', 'sarah', 'sarah', 'sarah', 'simone', 'sarah']
CB2015-72	1	626	girl	0	0	1	['na']	['sarah']
CB2015-72	1	633	meredith	0	0	1	['na']	['christine']
CB2015-72	2	633	jessica	0	0	1	['na', 'meredith']	['christine', 'megan']
CB2015-72	3	633	amanda	0	0	1	['na', 'meredith', 'jessica']	['christine', 'megan', 'na']
CB2015-72	4	633	christine	0	1	0	['na', 'meredith', 'jessica', 'amanda']	['christine', 'megan', 'na', 'simone (match me)']
CB2015-72	6	633	suzanne	0	1	0	['na', 'meredith', 'jessica', 'amanda', 'christine', 'christine']	['christine', 'megan', 'na', 'simone (match me)', 'simone', 'suzanne']
CB2015-72	7	633	simone	0	1	0	['na', 'meredith', 'jessica', 'amanda', 'christine', 'christine', 'suzanne']	['christine', 'megan', 'na', 'simone (match me)', 'simone', 'suzanne', 'simone']
CB2015-72	9	633	jessica	1	1	0	['na', 'meredith', 'jessica', 'amanda', 'christine', 'christine', 'suzanne', 'simone', 'simone']	['christine', 'megan', 'na', 'simone (match me)', 'simone', 'suzanne', 'simone', 'jessica', 'simone']
CB2015-72	10	633	simone	1	1	0	['na', 'meredith', 'jessica', 'amanda', 'christine', 'christine', 'suzanne', 'simone', 'simone', 'jessica']	['christine', 'megan', 'na', 'simone (match me)', 'simone', 'suzanne', 'simone', 'jessica', 'simone', 'sarah']
CB2015-72	12	633	sarah	0	1	0	['na', 'meredith', 'jessica', 'amanda', 'christine', 'christine', 'suzanne', 'simone', 'simone', 'jessica', 'simone', 'simone']	['christine', 'megan', 'na', 'simone (match me)', 'simone', 'suzanne', 'simone', 'jessica', 'simone', 'sarah', 'sarah', 'jennifer']
CB2015-72	13	633	simone	1	1	0	['na', 'meredith', 'jessica', 'amanda', 'christine', 'christine', 'suzanne', 'simone', 'simone', 'jessica', 'simone', 'simone', 'sarah']	['christine', 'megan', 'na', 'simone (match me)', 'simone', 'suzanne', 'simone', 'jessica', 'simone', 'sarah', 'sarah', 'jennifer', 'simone']
CB2015-72	14	633	sarah	1	1	0	['na', 'meredith', 'jessica', 'amanda', 'christine', 'christine', 'suzanne', 'simone', 'simone', 'jessica', 'simone', 'simone', 'sarah', 'simone']	['christine', 'megan', 'na', 'simone (match me)', 'simone', 'suzanne', 'simone', 'jessica', 'simone', 'sarah', 'sarah', 'jennifer', 'simone', 'simone']
CB2015-72	15	633	jessica	1	1	0	['na', 'meredith', 'jessica', 'amanda', 'christine', 'christine', 'suzanne', 'simone', 'simone', 'jessica', 'simone', 'simone', 'sarah', 'simone', 'sarah']	['christine', 'megan', 'na', 'simone (match me)', 'simone', 'suzanne', 'simone', 'jessica', 'simone', 'sarah', 'sarah', 'jennifer', 'simone', 'simone', 'sarah']
CB2015-72	16	633	simone	1	1	0	['na', 'meredith', 'jessica', 'amanda', 'christine', 'christine', 'suzanne', 'simone', 'simone', 'jessica', 'simone', 'simone', 'sarah', 'simone', 'sarah', 'jessica']	['christine', 'megan', 'na', 'simone (match me)', 'simone', 'suzanne', 'simone', 'jessica', 'simone', 'sarah', 'sarah', 'jennifer', 'simone', 'simone', 'sarah', 'sarah']
CB2015-72	17	633	sarah	1	1	0	['na', 'meredith', 'jessica', 'amanda', 'christine', 'christine', 'suzanne', 'simone', 'simone', 'jessica', 'simone', 'simone', 'sarah', 'simone', 'sarah', 'jessica', 'simone']	['christine', 'megan', 'na', 'simone (match me)', 'simone', 'suzanne', 'simone', 'jessica', 'simone', 'sarah', 'sarah', 'jennifer', 'simone', 'simone', 'sarah', 'sarah', 'sarah']
CB2015-72	18	633	simone	1	1	0	['na', 'meredith', 'jessica', 'amanda', 'christine', 'christine', 'suzanne', 'simone', 'simone', 'jessica', 'simone', 'simone', 'sarah', 'simone', 'sarah', 'jessica', 'simone', 'sarah']	['christine', 'megan', 'na', 'simone (match me)', 'simone', 'suzanne', 'simone', 'jessica', 'simone', 'sarah', 'sarah', 'jennifer', 'simone', 'simone', 'sarah', 'sarah', 'sarah', 'sarah']
CB2015-72	20	633	sarah	1	1	0	['na', 'meredith', 'jessica', 'amanda', 'christine', 'christine', 'suzanne', 'simone', 'simone', 'jessica', 'simone', 'simone', 'sarah', 'simone', 'sarah', 'jessica', 'simone', 'sarah', 'simone', 'simone']	['christine', 'megan', 'na', 'simone (match me)', 'simone', 'suzanne', 'simone', 'jessica', 'simone', 'sarah', 'sarah', 'jennifer', 'simone', 'simone', 'sarah', 'sarah', 'sarah', 'sarah', 'simone', 'sima']
CB2015-72	21	633	simone	1	1	0	['na', 'meredith', 'jessica', 'amanda', 'christine', 'christine', 'suzanne', 'simone', 'simone', 'jessica', 'simone', 'simone', 'sarah', 'simone', 'sarah', 'jessica', 'simone', 'sarah', 'simone', 'simone', 'sarah']	['christine', 'megan', 'na', 'simone (match me)', 'simone', 'suzanne', 'simone', 'jessica', 'simone', 'sarah', 'sarah', 'jennifer', 'simone', 'simone', 'sarah', 'sarah', 'sarah', 'sarah', 'simone', 'sima', 'sarah']
CB2015-72	22	633	sarah	1	1	0	['na', 'meredith', 'jessica', 'amanda', 'christine', 'christine', 'suzanne', 'simone', 'simone', 'jessica', 'simone', 'simone', 'sarah', 'simone', 'sarah', 'jessica', 'simone', 'sarah', 'simone', 'simone', 'sarah', 'simone']	['christine', 'megan', 'na', 'simone (match me)', 'simone', 'suzanne', 'simone', 'jessica', 'simone', 'sarah', 'sarah', 'jennifer', 'simone', 'simone', 'sarah', 'sarah', 'sarah', 'sarah', 'simone', 'sima', 'sarah', 'sarah']
CB2015-73	4	651	ryan	0	1	0	['ron', 'ron', 'ron', 'ron']	['na', 'na', 'ryan', 'ryan']
CB2015-73	3	649	buf	0	0	1	['na', 'na', 'na']	['ron', 'ron', 'ryan']
CB2015-73	4	649	ryan	0	1	0	['na', 'na', 'na', 'buf']	['ron', 'ron', 'ryan', 'ryan']
CB2015-73	5	649	todd	0	1	0	['na', 'na', 'na', 'buf', 'ryan']	['ron', 'ron', 'ryan', 'ryan', 'todd']
CB2015-73	6	649	na	1	0	0	['na', 'na', 'na', 'buf', 'ryan', 'todd']	['ron', 'ron', 'ryan', 'ryan', 'todd', 'john']
CB2015-73	7	649	john	0	1	0	['na', 'na', 'na', 'buf', 'ryan', 'todd', 'na']	['ron', 'ron', 'ryan', 'ryan', 'todd', 'john', 'ryan']
CB2015-73	8	649	na	1	0	0	['na', 'na', 'na', 'buf', 'ryan', 'todd', 'na', 'john']	['ron', 'ron', 'ryan', 'ryan', 'todd', 'john', 'ryan', 'ryan']
CB2015-73	9	649	ryan	1	1	0	['na', 'na', 'na', 'buf', 'ryan', 'todd', 'na', 'john', 'na']	['ron', 'ron', 'ryan', 'ryan', 'todd', 'john', 'ryan', 'ryan', 'ryan']
CB2015-73	19	663	na	0	0	1	['boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy']	['ryan', 'boy', 'jake', 'jake', 'brent', 'peter', 'boy', 'boy', 'boy', 'john', 'peter', 'boy', 'boy', 'john', 'boy', 'john', 'john', 'boy', 'john']
CB2015-73	20	663	boy	1	1	0	['boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'na']	['ryan', 'boy', 'jake', 'jake', 'brent', 'peter', 'boy', 'boy', 'boy', 'john', 'peter', 'boy', 'boy', 'john', 'boy', 'john', 'john', 'boy', 'john', 'john']
CB2015-73	1	661	boy	0	1	0	['ryan']	['boy']
CB2015-73	3	661	peter	0	1	0	['ryan', 'boy', 'boy']	['boy', 'boy', 'peter']
CB2015-73	10	661	boy	1	1	0	['ryan', 'boy', 'boy', 'peter', 'peter', 'peter', 'peter', 'peter', 'peter', 'peter']	['boy', 'boy', 'peter', 'peter', 'peter', 'peter', 'peter', 'bobby', 'boy', 'boy']
CB2015-73	15	661	peter	1	1	0	['ryan', 'boy', 'boy', 'peter', 'peter', 'peter', 'peter', 'peter', 'peter', 'peter', 'boy', 'boy', 'boy', 'boy', 'boy']	['boy', 'boy', 'peter', 'peter', 'peter', 'peter', 'peter', 'bobby', 'boy', 'boy', 'boy', 'peter', 'boy', 'boy', 'peter']
CB2015-73	17	661	boy	1	1	0	['ryan', 'boy', 'boy', 'peter', 'peter', 'peter', 'peter', 'peter', 'peter', 'peter', 'boy', 'boy', 'boy', 'boy', 'boy', 'peter', 'peter']	['boy', 'boy', 'peter', 'peter', 'peter', 'peter', 'peter', 'bobby', 'boy', 'boy', 'boy', 'peter', 'boy', 'boy', 'peter', 'bobby', 'boy']
CB2015-73	21	661	bobby	0	1	0	['ryan', 'boy', 'boy', 'peter', 'peter', 'peter', 'peter', 'peter', 'peter', 'peter', 'boy', 'boy', 'boy', 'boy', 'boy', 'peter', 'peter', 'boy', 'boy', 'boy', 'boy']	['boy', 'boy', 'peter', 'peter', 'peter', 'peter', 'peter', 'bobby', 'boy', 'boy', 'boy', 'peter', 'boy', 'boy', 'peter', 'bobby', 'boy', 'boy', 'boy', 'bobby', 'bobby']
CB2015-73	22	661	boy	1	1	0	['ryan', 'boy', 'boy', 'peter', 'peter', 'peter', 'peter', 'peter', 'peter', 'peter', 'boy', 'boy', 'boy', 'boy', 'boy', 'peter', 'peter', 'boy', 'boy', 'boy', 'boy', 'bobby']	['boy', 'boy', 'peter', 'peter', 'peter', 'peter', 'peter', 'bobby', 'boy', 'boy', 'boy', 'peter', 'boy', 'boy', 'peter', 'bobby', 'boy', 'boy', 'boy', 'bobby', 'bobby', 'boy']
CB2015-73	1	656	eric	0	0	1	['sean']	['na']
CB2015-73	12	656	bobby	0	1	0	['sean', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric']	['na', 'chris', 'chris', 'na', 'bobby', 'ryan', 'bobby', 'eric', 'eric', 'eric', 'bobby', 'bobby']
CB2015-73	13	656	eric	1	1	0	['sean', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'bobby']	['na', 'chris', 'chris', 'na', 'bobby', 'ryan', 'bobby', 'eric', 'eric', 'eric', 'bobby', 'bobby', 'ryan']
CB2015-73	16	656	bobby	1	1	0	['sean', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'bobby', 'eric', 'eric', 'eric']	['na', 'chris', 'chris', 'na', 'bobby', 'ryan', 'bobby', 'eric', 'eric', 'eric', 'bobby', 'bobby', 'ryan', 'eric', 'eric', 'ryan']
CB2015-73	17	656	eric	1	1	0	['sean', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'bobby', 'eric', 'eric', 'eric', 'bobby']	['na', 'chris', 'chris', 'na', 'bobby', 'ryan', 'bobby', 'eric', 'eric', 'eric', 'bobby', 'bobby', 'ryan', 'eric', 'eric', 'ryan', 'ryan']
CB2015-73	18	656	ryan	0	1	0	['sean', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'bobby', 'eric', 'eric', 'eric', 'bobby', 'eric']	['na', 'chris', 'chris', 'na', 'bobby', 'ryan', 'bobby', 'eric', 'eric', 'eric', 'bobby', 'bobby', 'ryan', 'eric', 'eric', 'ryan', 'ryan', 'ryan']
CB2015-73	20	656	eric	1	1	0	['sean', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'eric', 'bobby', 'eric', 'eric', 'eric', 'bobby', 'eric', 'ryan', 'ryan']	['na', 'chris', 'chris', 'na', 'bobby', 'ryan', 'bobby', 'eric', 'eric', 'eric', 'bobby', 'bobby', 'ryan', 'eric', 'eric', 'ryan', 'ryan', 'ryan', 'ryan', 'eric']
CB2015-73	1	654	sean	0	1	0	['na']	['sean']
CB2015-73	2	654	na	1	0	0	['na', 'sean']	['sean', 'ryan']
CB2015-73	3	654	ryan	0	1	0	['na', 'sean', 'na']	['sean', 'ryan', 'ryan']
CB2015-73	4	654	eric	0	1	0	['na', 'sean', 'na', 'ryan']	['sean', 'ryan', 'ryan', 'eric']
CB2015-73	9	654	ryan	1	1	0	['na', 'sean', 'na', 'ryan', 'eric', 'eric', 'eric', 'eric', 'eric']	['sean', 'ryan', 'ryan', 'eric', 'eric', 'eric', 'eric', 'ryan', 'ryan']
CB2015-73	1	641	steven	0	0	1	['steve']	['brad']
CB2015-73	2	641	ian	0	0	1	['steve', 'steven']	['brad', 'john']
CB2015-73	3	641	sean	0	1	0	['steve', 'steven', 'ian']	['brad', 'john', 'sean']
CB2015-73	6	641	john	0	1	0	['steve', 'steven', 'ian', 'sean', 'sean', 'sean']	['brad', 'john', 'sean', 'sean', 'john', 'john']
CB2015-73	8	641	sean	1	1	0	['steve', 'steven', 'ian', 'sean', 'sean', 'sean', 'john', 'john']	['brad', 'john', 'sean', 'sean', 'john', 'john', 'sean', 'sean']
CB2015-73	12	641	john	1	1	0	['steve', 'steven', 'ian', 'sean', 'sean', 'sean', 'john', 'john', 'sean', 'sean', 'sean', 'sean']	['brad', 'john', 'sean', 'sean', 'john', 'john', 'sean', 'sean', 'john', 'justin', 'john', 'john']
CB2015-73	15	641	na	0	0	1	['steve', 'steven', 'ian', 'sean', 'sean', 'sean', 'john', 'john', 'sean', 'sean', 'sean', 'sean', 'john', 'john', 'john']	['brad', 'john', 'sean', 'sean', 'john', 'john', 'sean', 'sean', 'john', 'justin', 'john', 'john', 'patrick', 'justin', 'john']
CB2015-73	16	641	john	1	1	0	['steve', 'steven', 'ian', 'sean', 'sean', 'sean', 'john', 'john', 'sean', 'sean', 'sean', 'sean', 'john', 'john', 'john', 'na']	['brad', 'john', 'sean', 'sean', 'john', 'john', 'sean', 'sean', 'john', 'justin', 'john', 'john', 'patrick', 'justin', 'john', 'na']
CB2015-73	17	641	patrick	0	1	0	['steve', 'steven', 'ian', 'sean', 'sean', 'sean', 'john', 'john', 'sean', 'sean', 'sean', 'sean', 'john', 'john', 'john', 'na', 'john']	['brad', 'john', 'sean', 'sean', 'john', 'john', 'sean', 'sean', 'john', 'justin', 'john', 'john', 'patrick', 'justin', 'john', 'na', 'patrick']
CB2015-73	24	641	ian	1	1	0	['steve', 'steven', 'ian', 'sean', 'sean', 'sean', 'john', 'john', 'sean', 'sean', 'sean', 'sean', 'john', 'john', 'john', 'na', 'john', 'patrick', 'patrick', 'patrick', 'patrick', 'patrick', 'patrick', 'patrick']	['brad', 'john', 'sean', 'sean', 'john', 'john', 'sean', 'sean', 'john', 'justin', 'john', 'john', 'patrick', 'justin', 'john', 'na', 'patrick', 'patrick', 'john', 'john', 'john', 'ian', 'ian', 'john']
CB2015-73	25	641	john	1	1	0	['steve', 'steven', 'ian', 'sean', 'sean', 'sean', 'john', 'john', 'sean', 'sean', 'sean', 'sean', 'john', 'john', 'john', 'na', 'john', 'patrick', 'patrick', 'patrick', 'patrick', 'patrick', 'patrick', 'patrick', 'ian']	['brad', 'john', 'sean', 'sean', 'john', 'john', 'sean', 'sean', 'john', 'justin', 'john', 'john', 'patrick', 'justin', 'john', 'na', 'patrick', 'patrick', 'john', 'john', 'john', 'ian', 'ian', 'john', 'john']
CB2015-73	27	641	patrick	1	1	0	['steve', 'steven', 'ian', 'sean', 'sean', 'sean', 'john', 'john', 'sean', 'sean', 'sean', 'sean', 'john', 'john', 'john', 'na', 'john', 'patrick', 'patrick', 'patrick', 'patrick', 'patrick', 'patrick', 'patrick', 'ian', 'john', 'john']	['brad', 'john', 'sean', 'sean', 'john', 'john', 'sean', 'sean', 'john', 'justin', 'john', 'john', 'patrick', 'justin', 'john', 'na', 'patrick', 'patrick', 'john', 'john', 'john', 'ian', 'ian', 'john', 'john', 'john', 'patrick']
CB2015-73	28	641	john	1	1	0	['steve', 'steven', 'ian', 'sean', 'sean', 'sean', 'john', 'john', 'sean', 'sean', 'sean', 'sean', 'john', 'john', 'john', 'na', 'john', 'patrick', 'patrick', 'patrick', 'patrick', 'patrick', 'patrick', 'patrick', 'ian', 'john', 'john', 'patrick']	['brad', 'john', 'sean', 'sean', 'john', 'john', 'sean', 'sean', 'john', 'justin', 'john', 'john', 'patrick', 'justin', 'john', 'na', 'patrick', 'patrick', 'john', 'john', 'john', 'ian', 'ian', 'john', 'john', 'john', 'patrick', 'patrick']
CB2015-73	1	639	steve	0	1	0	['brad']	['steve']
CB2015-73	2	639	colin	0	1	0	['brad', 'steve']	['steve', 'colin']
CB2015-73	3	639	matt	0	1	0	['brad', 'steve', 'colin']	['steve', 'colin', 'matt']
CB2015-73	4	639	colin	1	1	0	['brad', 'steve', 'colin', 'matt']	['steve', 'colin', 'matt', 'harry']
CB2015-73	6	639	mike	0	0	1	['brad', 'steve', 'colin', 'matt', 'colin', 'colin']	['steve', 'colin', 'matt', 'harry', 'harry', 'harry']
CB2015-73	7	639	patrick	0	1	0	['brad', 'steve', 'colin', 'matt', 'colin', 'colin', 'mike']	['steve', 'colin', 'matt', 'harry', 'harry', 'harry', 'patrick']
CB2015-73	8	639	harry	0	1	0	['brad', 'steve', 'colin', 'matt', 'colin', 'colin', 'mike', 'patrick']	['steve', 'colin', 'matt', 'harry', 'harry', 'harry', 'patrick', 'colin']
CB2015-73	9	639	steve	1	1	0	['brad', 'steve', 'colin', 'matt', 'colin', 'colin', 'mike', 'patrick', 'harry']	['steve', 'colin', 'matt', 'harry', 'harry', 'harry', 'patrick', 'colin', 'justin']
CB2015-73	10	639	patrick	1	1	0	['brad', 'steve', 'colin', 'matt', 'colin', 'colin', 'mike', 'patrick', 'harry', 'steve']	['steve', 'colin', 'matt', 'harry', 'harry', 'harry', 'patrick', 'colin', 'justin', 'patrick']
CB2015-73	12	639	na	0	0	1	['brad', 'steve', 'colin', 'matt', 'colin', 'colin', 'mike', 'patrick', 'harry', 'steve', 'patrick', 'patrick']	['steve', 'colin', 'matt', 'harry', 'harry', 'harry', 'patrick', 'colin', 'justin', 'patrick', 'john', 'patrick']
CB2015-73	13	639	patrick	1	1	0	['brad', 'steve', 'colin', 'matt', 'colin', 'colin', 'mike', 'patrick', 'harry', 'steve', 'patrick', 'patrick', 'na']	['steve', 'colin', 'matt', 'harry', 'harry', 'harry', 'patrick', 'colin', 'justin', 'patrick', 'john', 'patrick', 'na']
CB2015-73	16	639	john	0	1	0	['brad', 'steve', 'colin', 'matt', 'colin', 'colin', 'mike', 'patrick', 'harry', 'steve', 'patrick', 'patrick', 'na', 'patrick', 'patrick', 'patrick']	['steve', 'colin', 'matt', 'harry', 'harry', 'harry', 'patrick', 'colin', 'justin', 'patrick', 'john', 'patrick', 'na', 'john', 'patrick', 'patrick']
CB2015-73	17	639	patrick	1	1	0	['brad', 'steve', 'colin', 'matt', 'colin', 'colin', 'mike', 'patrick', 'harry', 'steve', 'patrick', 'patrick', 'na', 'patrick', 'patrick', 'patrick', 'john']	['steve', 'colin', 'matt', 'harry', 'harry', 'harry', 'patrick', 'colin', 'justin', 'patrick', 'john', 'patrick', 'na', 'john', 'patrick', 'patrick', 'colin']
CB2015-73	18	639	john	1	1	0	['brad', 'steve', 'colin', 'matt', 'colin', 'colin', 'mike', 'patrick', 'harry', 'steve', 'patrick', 'patrick', 'na', 'patrick', 'patrick', 'patrick', 'john', 'patrick']	['steve', 'colin', 'matt', 'harry', 'harry', 'harry', 'patrick', 'colin', 'justin', 'patrick', 'john', 'patrick', 'na', 'john', 'patrick', 'patrick', 'colin', 'john']
CB2015-73	19	639	colin	1	1	0	['brad', 'steve', 'colin', 'matt', 'colin', 'colin', 'mike', 'patrick', 'harry', 'steve', 'patrick', 'patrick', 'na', 'patrick', 'patrick', 'patrick', 'john', 'patrick', 'john']	['steve', 'colin', 'matt', 'harry', 'harry', 'harry', 'patrick', 'colin', 'justin', 'patrick', 'john', 'patrick', 'na', 'john', 'patrick', 'patrick', 'colin', 'john', 'colin']
CB2015-73	20	639	john	1	1	0	['brad', 'steve', 'colin', 'matt', 'colin', 'colin', 'mike', 'patrick', 'harry', 'steve', 'patrick', 'patrick', 'na', 'patrick', 'patrick', 'patrick', 'john', 'patrick', 'john', 'colin']	['steve', 'colin', 'matt', 'harry', 'harry', 'harry', 'patrick', 'colin', 'justin', 'patrick', 'john', 'patrick', 'na', 'john', 'patrick', 'patrick', 'colin', 'john', 'colin', 'ian']
CB2015-73	21	639	colin	1	1	0	['brad', 'steve', 'colin', 'matt', 'colin', 'colin', 'mike', 'patrick', 'harry', 'steve', 'patrick', 'patrick', 'na', 'patrick', 'patrick', 'patrick', 'john', 'patrick', 'john', 'colin', 'john']	['steve', 'colin', 'matt', 'harry', 'harry', 'harry', 'patrick', 'colin', 'justin', 'patrick', 'john', 'patrick', 'na', 'john', 'patrick', 'patrick', 'colin', 'john', 'colin', 'ian', 'colin']
CB2015-73	28	639	john	1	1	0	['brad', 'steve', 'colin', 'matt', 'colin', 'colin', 'mike', 'patrick', 'harry', 'steve', 'patrick', 'patrick', 'na', 'patrick', 'patrick', 'patrick', 'john', 'patrick', 'john', 'colin', 'john', 'colin', 'colin', 'colin', 'colin', 'colin', 'colin', 'colin']	['steve', 'colin', 'matt', 'harry', 'harry', 'harry', 'patrick', 'colin', 'justin', 'patrick', 'john', 'patrick', 'na', 'john', 'patrick', 'patrick', 'colin', 'john', 'colin', 'ian', 'colin', 'john', 'patrick', 'patrick', 'john', 'colin', 'colin', 'colin']
CB2015-73	29	639	colin	1	1	0	['brad', 'steve', 'colin', 'matt', 'colin', 'colin', 'mike', 'patrick', 'harry', 'steve', 'patrick', 'patrick', 'na', 'patrick', 'patrick', 'patrick', 'john', 'patrick', 'john', 'colin', 'john', 'colin', 'colin', 'colin', 'colin', 'colin', 'colin', 'colin', 'john']	['steve', 'colin', 'matt', 'harry', 'harry', 'harry', 'patrick', 'colin', 'justin', 'patrick', 'john', 'patrick', 'na', 'john', 'patrick', 'patrick', 'colin', 'john', 'colin', 'ian', 'colin', 'john', 'patrick', 'patrick', 'john', 'colin', 'colin', 'colin', 'colin']
CB2015-73	1	648	todd	0	0	1	['na']	['paul']
CB2015-73	4	648	ryan	0	1	0	['na', 'todd', 'todd', 'todd']	['paul', 'ryan', 'ryan', 'john']
CB2015-73	5	648	brian	0	0	1	['na', 'todd', 'todd', 'todd', 'ryan']	['paul', 'ryan', 'ryan', 'john', 'ryan']
CB2015-73	6	648	todd	1	0	0	['na', 'todd', 'todd', 'todd', 'ryan', 'brian']	['paul', 'ryan', 'ryan', 'john', 'ryan', 'john']
CB2015-73	7	648	john	0	1	0	['na', 'todd', 'todd', 'todd', 'ryan', 'brian', 'todd']	['paul', 'ryan', 'ryan', 'john', 'ryan', 'john', 'john']
CB2015-73	8	648	ryan	1	1	0	['na', 'todd', 'todd', 'todd', 'ryan', 'brian', 'todd', 'john']	['paul', 'ryan', 'ryan', 'john', 'ryan', 'john', 'john', 'john']
CB2015-73	9	648	todd	1	0	0	['na', 'todd', 'todd', 'todd', 'ryan', 'brian', 'todd', 'john', 'ryan']	['paul', 'ryan', 'ryan', 'john', 'ryan', 'john', 'john', 'john', 'ryan']
