NETWORK_SIZE,CONFED_PROP,PRIOR,UPDATE_SCALAR,FIRST_TIPPED
48,0.15,0.9,0.32,1000
48,0.15,0.9,0.37,1000
48,0.15,0.9,0.42,1000
48,0.15,0.9,0.47,1000
48,0.15,0.9,0.52,1000
48,0.15,0.9,0.57,1000
48,0.2,0.6,0.02,1000
48,0.2,0.6,0.07,1000
48,0.2,0.6,0.12,1000
48,0.2,0.6,0.17,1000
48,0.2,0.6,0.22,1000
48,0.2,0.6,0.27,1000
48,0.2,0.6,0.32,11
48,0.2,0.6,0.37,16
48,0.2,0.6,0.42,9
48,0.2,0.6,0.47,8
48,0.2,0.6,0.52,8
48,0.2,0.6,0.57,13
48,0.2,0.65,0.02,1000
48,0.2,0.65,0.07,1000
48,0.2,0.65,0.12,1000
48,0.2,0.65,0.17,1000
48,0.2,0.65,0.22,1000
48,0.2,0.65,0.27,1000
48,0.2,0.65,0.32,1000
48,0.2,0.65,0.37,11
48,0.2,0.65,0.42,15
48,0.2,0.65,0.47,24
48,0.2,0.65,0.52,8
48,0.2,0.65,0.57,12
48,0.2,0.7,0.02,1000
48,0.2,0.7,0.07,1000
48,0.2,0.7,0.12,1000
48,0.2,0.7,0.17,1000
48,0.2,0.7,0.22,1000
48,0.2,0.7,0.27,1000
48,0.2,0.7,0.32,1000
48,0.2,0.7,0.37,21
48,0.2,0.7,0.42,14
48,0.2,0.7,0.47,1000
48,0.2,0.7,0.52,1000
48,0.2,0.7,0.57,9
48,0.2,0.75,0.02,1000
48,0.2,0.75,0.07,1000
48,0.2,0.75,0.12,1000
48,0.2,0.75,0.17,1000
48,0.2,0.75,0.22,1000
48,0.2,0.75,0.27,1000
48,0.2,0.75,0.32,34
48,0.2,0.75,0.37,32
48,0.2,0.75,0.42,41
48,0.2,0.75,0.47,32
48,0.2,0.75,0.52,50
48,0.2,0.75,0.57,16
48,0.2,0.8,0.02,1000
48,0.2,0.8,0.07,1000
48,0.2,0.8,0.12,1000
48,0.2,0.8,0.17,1000
48,0.2,0.8,0.22,1000
48,0.2,0.8,0.27,1000
48,0.2,0.8,0.32,1000
48,0.2,0.8,0.37,53
48,0.2,0.8,0.42,26
48,0.2,0.8,0.47,20
48,0.2,0.8,0.52,29
48,0.2,0.8,0.57,17
48,0.2,0.85,0.02,1000
48,0.2,0.85,0.07,1000
48,0.2,0.85,0.12,1000
48,0.2,0.85,0.17,1000
48,0.2,0.85,0.22,1000
48,0.2,0.85,0.27,1000
48,0.2,0.85,0.32,1000
48,0.2,0.85,0.37,1000
48,0.2,0.85,0.42,1000
48,0.2,0.85,0.47,37
48,0.2,0.85,0.52,29
48,0.2,0.85,0.57,22
48,0.2,0.9,0.02,1000
48,0.2,0.9,0.07,1000
48,0.2,0.9,0.12,1000
48,0.2,0.9,0.17,1000
48,0.2,0.9,0.22,1000
48,0.2,0.9,0.27,1000
48,0.2,0.9,0.32,1000
48,0.2,0.9,0.37,1000
48,0.2,0.9,0.42,1000
48,0.2,0.9,0.47,1000
48,0.2,0.9,0.52,1000
48,0.2,0.9,0.57,1000
48,0.25,0.6,0.02,1000
48,0.25,0.6,0.07,1000
48,0.25,0.6,0.12,1000
48,0.25,0.6,0.17,1000
48,0.25,0.6,0.22,12
48,0.25,0.6,0.27,14
48,0.25,0.6,0.32,8
48,0.25,0.6,0.37,12
48,0.25,0.6,0.42,6
48,0.25,0.6,0.47,4
48,0.25,0.6,0.52,5
48,0.25,0.6,0.57,5
48,0.25,0.65,0.02,1000
48,0.25,0.65,0.07,1000
48,0.25,0.65,0.12,1000
48,0.25,0.65,0.17,1000
48,0.25,0.65,0.22,22
48,0.25,0.65,0.27,24
48,0.25,0.65,0.32,9
48,0.25,0.65,0.37,8
48,0.25,0.65,0.42,10
48,0.25,0.65,0.47,10
48,0.25,0.65,0.52,5
48,0.25,0.65,0.57,7
48,0.25,0.7,0.02,1000
48,0.25,0.7,0.07,1000
48,0.25,0.7,0.12,1000
48,0.25,0.7,0.17,1000
48,0.25,0.7,0.22,52
48,0.25,0.7,0.27,27
48,0.25,0.7,0.32,17
48,0.25,0.7,0.37,13
48,0.25,0.7,0.42,12
48,0.25,0.7,0.47,9
48,0.25,0.7,0.52,7
48,0.25,0.7,0.57,8
48,0.25,0.75,0.02,1000
48,0.25,0.75,0.07,1000
48,0.25,0.75,0.12,1000
48,0.25,0.75,0.17,1000
48,0.25,0.75,0.22,1000
48,0.25,0.75,0.27,30
48,0.25,0.75,0.32,17
48,0.25,0.75,0.37,24
48,0.25,0.75,0.42,12
48,0.25,0.75,0.47,8
48,0.25,0.75,0.52,6
48,0.25,0.75,0.57,7
48,0.25,0.8,0.02,1000
48,0.25,0.8,0.07,1000
48,0.25,0.8,0.12,1000
48,0.25,0.8,0.17,1000
48,0.25,0.8,0.22,59
48,0.25,0.8,0.27,56
48,0.25,0.8,0.32,14
48,0.25,0.8,0.37,12
48,0.25,0.8,0.42,20
48,0.25,0.8,0.47,16
48,0.25,0.8,0.52,11
48,0.25,0.8,0.57,14
48,0.25,0.85,0.02,1000
48,0.25,0.85,0.07,1000
48,0.25,0.85,0.12,1000
48,0.25,0.85,0.17,1000
48,0.25,0.85,0.22,1000
48,0.25,0.85,0.27,46
48,0.25,0.85,0.32,41
48,0.25,0.85,0.37,31
48,0.25,0.85,0.42,15
48,0.25,0.85,0.47,13
48,0.25,0.85,0.52,21
48,0.25,0.85,0.57,9
48,0.25,0.9,0.02,1000
48,0.25,0.9,0.07,1000
48,0.25,0.9,0.12,1000
48,0.25,0.9,0.17,1000
48,0.25,0.9,0.22,1000
48,0.25,0.9,0.27,30
48,0.25,0.9,0.32,27
48,0.25,0.9,0.37,25
48,0.25,0.9,0.42,19
48,0.25,0.9,0.47,31
48,0.25,0.9,0.52,16
48,0.25,0.9,0.57,18
48,0.3,0.6,0.02,1000
48,0.3,0.6,0.07,1000
48,0.3,0.6,0.12,39
48,0.3,0.6,0.17,30
48,0.3,0.6,0.22,8
48,0.3,0.6,0.27,9
48,0.3,0.6,0.32,5
48,0.3,0.6,0.37,6
48,0.3,0.6,0.42,3
48,0.3,0.6,0.47,4
48,0.3,0.6,0.52,2
48,0.3,0.6,0.57,2
48,0.3,0.65,0.02,1000
48,0.3,0.65,0.07,1000
48,0.3,0.65,0.12,1000
48,0.3,0.65,0.17,23
48,0.3,0.65,0.22,14
48,0.3,0.65,0.27,13
48,0.3,0.65,0.32,6
48,0.3,0.65,0.37,6
48,0.3,0.65,0.42,7
48,0.3,0.65,0.47,5
48,0.3,0.65,0.52,4
48,0.3,0.65,0.57,2
48,0.3,0.7,0.02,1000
48,0.3,0.7,0.07,1000
48,0.3,0.7,0.12,1000
48,0.3,0.7,0.17,28
48,0.3,0.7,0.22,20
48,0.3,0.7,0.27,12
48,0.3,0.7,0.32,12
48,0.3,0.7,0.37,11
48,0.3,0.7,0.42,7
48,0.3,0.7,0.47,9
48,0.3,0.7,0.52,7
48,0.3,0.7,0.57,8
48,0.3,0.75,0.02,1000
48,0.3,0.75,0.07,1000
48,0.3,0.75,0.12,1000
48,0.3,0.75,0.17,33
48,0.3,0.75,0.22,19
48,0.3,0.75,0.27,15
48,0.3,0.75,0.32,16
48,0.3,0.75,0.37,9
48,0.3,0.75,0.42,5
48,0.3,0.75,0.47,6
48,0.3,0.75,0.52,4
48,0.3,0.75,0.57,7
48,0.3,0.8,0.02,1000
48,0.3,0.8,0.07,1000
48,0.3,0.8,0.12,1000
48,0.3,0.8,0.17,61
48,0.3,0.8,0.22,24
48,0.3,0.8,0.27,20
48,0.3,0.8,0.32,9
48,0.3,0.8,0.37,18
48,0.3,0.8,0.42,16
48,0.3,0.8,0.47,10
48,0.3,0.8,0.52,5
48,0.3,0.8,0.57,5
48,0.3,0.85,0.02,1000
48,0.3,0.85,0.07,1000
48,0.3,0.85,0.12,1000
48,0.3,0.85,0.17,63
48,0.3,0.85,0.22,29
48,0.3,0.85,0.27,20
48,0.3,0.85,0.32,18
48,0.3,0.85,0.37,11
48,0.3,0.85,0.42,17
48,0.3,0.85,0.47,12
48,0.3,0.85,0.52,10
48,0.3,0.85,0.57,10
48,0.3,0.9,0.02,1000
48,0.3,0.9,0.07,1000
48,0.3,0.9,0.12,1000
48,0.3,0.9,0.17,34
48,0.3,0.9,0.22,32
48,0.3,0.9,0.27,25
48,0.3,0.9,0.32,25
48,0.3,0.9,0.37,18
48,0.3,0.9,0.42,11
48,0.3,0.9,0.47,10
48,0.3,0.9,0.52,10
48,0.3,0.9,0.57,12
48,0.35,0.6,0.02,1000
48,0.35,0.6,0.07,58
48,0.35,0.6,0.12,19
48,0.35,0.6,0.17,10
48,0.35,0.6,0.22,8
48,0.35,0.6,0.27,4
48,0.35,0.6,0.32,3
48,0.35,0.6,0.37,4
48,0.35,0.6,0.42,2
48,0.35,0.6,0.47,2
48,0.35,0.6,0.52,2
48,0.35,0.6,0.57,2
48,0.35,0.65,0.02,1000
48,0.35,0.65,0.07,50
48,0.35,0.65,0.12,16
48,0.35,0.65,0.17,13
48,0.35,0.65,0.22,8
48,0.35,0.65,0.27,6
48,0.35,0.65,0.32,7
48,0.35,0.65,0.37,4
48,0.35,0.65,0.42,4
48,0.35,0.65,0.47,6
48,0.35,0.65,0.52,2
48,0.35,0.65,0.57,2
48,0.35,0.7,0.02,1000
48,0.35,0.7,0.07,1000
48,0.35,0.7,0.12,35
48,0.35,0.7,0.17,22
48,0.35,0.7,0.22,9
48,0.35,0.7,0.27,12
48,0.35,0.7,0.32,7
48,0.35,0.7,0.37,4
48,0.35,0.7,0.42,4
48,0.35,0.7,0.47,4
48,0.35,0.7,0.52,4
48,0.35,0.7,0.57,5
48,0.35,0.75,0.02,1000
48,0.35,0.75,0.07,1000
48,0.35,0.75,0.12,28
48,0.35,0.75,0.17,18
48,0.35,0.75,0.22,8
48,0.35,0.75,0.27,10
48,0.35,0.75,0.32,7
48,0.35,0.75,0.37,7
48,0.35,0.75,0.42,7
48,0.35,0.75,0.47,7
48,0.35,0.75,0.52,5
48,0.35,0.75,0.57,4
48,0.35,0.8,0.02,1000
48,0.35,0.8,0.07,62
48,0.35,0.8,0.12,37
48,0.35,0.8,0.17,16
48,0.35,0.8,0.22,16
48,0.35,0.8,0.27,12
48,0.35,0.8,0.32,8
48,0.35,0.8,0.37,6
48,0.35,0.8,0.42,7
48,0.35,0.8,0.47,5
48,0.35,0.8,0.52,4
48,0.35,0.8,0.57,6
48,0.35,0.85,0.02,1000
48,0.35,0.85,0.07,1000
48,0.35,0.85,0.12,39
48,0.35,0.85,0.17,22
48,0.35,0.85,0.22,16
48,0.35,0.85,0.27,10
48,0.35,0.85,0.32,10
48,0.35,0.85,0.37,9
48,0.35,0.85,0.42,8
48,0.35,0.85,0.47,8
48,0.35,0.85,0.52,7
48,0.35,0.85,0.57,4
48,0.35,0.9,0.02,1000
48,0.35,0.9,0.07,1000
48,0.35,0.9,0.12,32
48,0.35,0.9,0.17,23
48,0.35,0.9,0.22,22
48,0.35,0.9,0.27,14
48,0.35,0.9,0.32,11
48,0.35,0.9,0.37,12
48,0.35,0.9,0.42,9
48,0.35,0.9,0.47,8
48,0.35,0.9,0.52,9
48,0.35,0.9,0.57,8
48,0.4,0.6,0.02,1000
48,0.4,0.6,0.07,18
48,0.4,0.6,0.12,12
48,0.4,0.6,0.17,10
48,0.4,0.6,0.22,6
48,0.4,0.6,0.27,3
48,0.4,0.6,0.32,1
48,0.4,0.6,0.37,3
48,0.4,0.6,0.42,2
48,0.4,0.6,0.47,2
48,0.4,0.6,0.52,2
48,0.4,0.6,0.57,2
48,0.4,0.65,0.02,1000
48,0.4,0.65,0.07,32
48,0.4,0.65,0.12,20
48,0.4,0.65,0.17,11
48,0.4,0.65,0.22,7
48,0.4,0.65,0.27,5
48,0.4,0.65,0.32,5
48,0.4,0.65,0.37,5
48,0.4,0.65,0.42,4
48,0.4,0.65,0.47,3
48,0.4,0.65,0.52,2
48,0.4,0.65,0.57,2
48,0.4,0.7,0.02,1000
48,0.4,0.7,0.07,45
48,0.4,0.7,0.12,26
48,0.4,0.7,0.17,11
48,0.4,0.7,0.22,9
48,0.4,0.7,0.27,6
48,0.4,0.7,0.32,5
48,0.4,0.7,0.37,4
48,0.4,0.7,0.42,4
48,0.4,0.7,0.47,4
48,0.4,0.7,0.52,5
48,0.4,0.7,0.57,1
48,0.4,0.75,0.02,1000
48,0.4,0.75,0.07,38
48,0.4,0.75,0.12,19
48,0.4,0.75,0.17,13
48,0.4,0.75,0.22,8
48,0.4,0.75,0.27,6
48,0.4,0.75,0.32,4
48,0.4,0.75,0.37,4
48,0.4,0.75,0.42,6
48,0.4,0.75,0.47,5
48,0.4,0.75,0.52,1
48,0.4,0.75,0.57,3
48,0.4,0.8,0.02,1000
48,0.4,0.8,0.07,61
48,0.4,0.8,0.12,27
48,0.4,0.8,0.17,13
48,0.4,0.8,0.22,12
48,0.4,0.8,0.27,8
48,0.4,0.8,0.32,7
48,0.4,0.8,0.37,4
48,0.4,0.8,0.42,7
48,0.4,0.8,0.47,4
48,0.4,0.8,0.52,4
48,0.4,0.8,0.57,4
48,0.4,0.85,0.02,1000
48,0.4,0.85,0.07,53
48,0.4,0.85,0.12,29
48,0.4,0.85,0.17,15
48,0.4,0.85,0.22,14
48,0.4,0.85,0.27,10
48,0.4,0.85,0.32,8
48,0.4,0.85,0.37,7
48,0.4,0.85,0.42,6
48,0.4,0.85,0.47,5
48,0.4,0.85,0.52,6
48,0.4,0.85,0.57,4
48,0.4,0.9,0.02,1000
48,0.4,0.9,0.07,58
48,0.4,0.9,0.12,32
48,0.4,0.9,0.17,23
48,0.4,0.9,0.22,14
48,0.4,0.9,0.27,11
48,0.4,0.9,0.32,10
48,0.4,0.9,0.37,10
48,0.4,0.9,0.42,6
48,0.4,0.9,0.47,6
48,0.4,0.9,0.52,4
48,0.4,0.9,0.57,7
48,0.45,0.6,0.02,1000
48,0.45,0.6,0.07,11
48,0.45,0.6,0.12,9
48,0.45,0.6,0.17,5
48,0.45,0.6,0.22,1
48,0.45,0.6,0.27,3
48,0.45,0.6,0.32,1
48,0.45,0.6,0.37,3
48,0.45,0.6,0.42,1
48,0.45,0.6,0.47,2
48,0.45,0.6,0.52,2
48,0.45,0.6,0.57,1
48,0.45,0.65,0.02,1000
48,0.45,0.65,0.07,23
48,0.45,0.65,0.12,14
48,0.45,0.65,0.17,6
48,0.45,0.65,0.22,5
48,0.45,0.65,0.27,3
48,0.45,0.65,0.32,4
48,0.45,0.65,0.37,4
48,0.45,0.65,0.42,4
48,0.45,0.65,0.47,1
48,0.45,0.65,0.52,2
48,0.45,0.65,0.57,2
48,0.45,0.7,0.02,1000
48,0.45,0.7,0.07,18
48,0.45,0.7,0.12,17
48,0.45,0.7,0.17,7
48,0.45,0.7,0.22,7
48,0.45,0.7,0.27,5
48,0.45,0.7,0.32,5
48,0.45,0.7,0.37,1
48,0.45,0.7,0.42,4
48,0.45,0.7,0.47,4
48,0.45,0.7,0.52,4
48,0.45,0.7,0.57,3
48,0.45,0.75,0.02,1000
48,0.45,0.75,0.07,29
48,0.45,0.75,0.12,15
48,0.45,0.75,0.17,12
48,0.45,0.75,0.22,6
48,0.45,0.75,0.27,5
48,0.45,0.75,0.32,4
48,0.45,0.75,0.37,5
48,0.45,0.75,0.42,1
48,0.45,0.75,0.47,4
48,0.45,0.75,0.52,1
48,0.45,0.75,0.57,1
48,0.45,0.8,0.02,1000
48,0.45,0.8,0.07,41
48,0.45,0.8,0.12,21
48,0.45,0.8,0.17,11
48,0.45,0.8,0.22,8
48,0.45,0.8,0.27,5
48,0.45,0.8,0.32,7
48,0.45,0.8,0.37,4
48,0.45,0.8,0.42,5
48,0.45,0.8,0.47,5
48,0.45,0.8,0.52,1
48,0.45,0.8,0.57,4
48,0.45,0.85,0.02,1000
48,0.45,0.85,0.07,32
48,0.45,0.85,0.12,17
48,0.45,0.85,0.17,13
48,0.45,0.85,0.22,10
48,0.45,0.85,0.27,9
48,0.45,0.85,0.32,7
48,0.45,0.85,0.37,6
48,0.45,0.85,0.42,4
48,0.45,0.85,0.47,4
48,0.45,0.85,0.52,4
48,0.45,0.85,0.57,3
48,0.45,0.9,0.02,1000
48,0.45,0.9,0.07,40
48,0.45,0.9,0.12,22
48,0.45,0.9,0.17,18
48,0.45,0.9,0.22,10
48,0.45,0.9,0.27,8
48,0.45,0.9,0.32,8
48,0.45,0.9,0.37,6
48,0.45,0.9,0.42,5
48,0.45,0.9,0.47,5
48,0.45,0.9,0.52,5
48,0.45,0.9,0.57,5
96,0.1,0.6,0.02,1000
96,0.1,0.6,0.07,1000
96,0.1,0.6,0.12,1000
96,0.1,0.6,0.17,1000
96,0.1,0.6,0.22,1000
96,0.1,0.6,0.27,1000
96,0.1,0.6,0.32,1000
96,0.1,0.6,0.37,1000
96,0.1,0.6,0.42,1000
96,0.1,0.6,0.47,1000
96,0.1,0.6,0.52,1000
96,0.1,0.6,0.57,1000
96,0.1,0.65,0.02,1000
96,0.1,0.65,0.07,1000
96,0.1,0.65,0.12,1000
96,0.1,0.65,0.17,1000
96,0.1,0.65,0.22,1000
96,0.1,0.65,0.27,1000
96,0.1,0.65,0.32,1000
96,0.1,0.65,0.37,1000
96,0.1,0.65,0.42,1000
96,0.1,0.65,0.47,1000
96,0.1,0.65,0.52,1000
96,0.1,0.65,0.57,1000
96,0.1,0.7,0.02,1000
96,0.1,0.7,0.07,1000
96,0.1,0.7,0.12,1000
96,0.1,0.7,0.17,1000
96,0.1,0.7,0.22,1000
96,0.1,0.7,0.27,1000
96,0.1,0.7,0.32,1000
96,0.1,0.7,0.37,1000
96,0.1,0.7,0.42,1000
96,0.1,0.7,0.47,1000
96,0.1,0.7,0.52,1000
96,0.1,0.7,0.57,1000
96,0.1,0.75,0.02,1000
96,0.1,0.75,0.07,1000
96,0.1,0.75,0.12,1000
96,0.1,0.75,0.17,1000
96,0.1,0.75,0.22,1000
96,0.1,0.75,0.27,1000
96,0.1,0.75,0.32,1000
96,0.1,0.75,0.37,1000
96,0.1,0.75,0.42,1000
96,0.1,0.75,0.47,1000
96,0.1,0.75,0.52,1000
96,0.1,0.75,0.57,1000
96,0.1,0.8,0.02,1000
96,0.1,0.8,0.07,1000
96,0.1,0.8,0.12,1000
96,0.1,0.8,0.17,1000
96,0.1,0.8,0.22,1000
96,0.1,0.8,0.27,1000
96,0.1,0.8,0.32,1000
96,0.1,0.8,0.37,1000
96,0.1,0.8,0.42,1000
96,0.1,0.8,0.47,1000
96,0.1,0.8,0.52,1000
96,0.1,0.8,0.57,1000
96,0.1,0.85,0.02,1000
96,0.1,0.85,0.07,1000
96,0.1,0.85,0.12,1000
96,0.1,0.85,0.17,1000
96,0.1,0.85,0.22,1000
96,0.1,0.85,0.27,1000
96,0.1,0.85,0.32,1000
96,0.1,0.85,0.37,1000
96,0.1,0.85,0.42,1000
96,0.1,0.85,0.47,1000
96,0.1,0.85,0.52,1000
96,0.1,0.85,0.57,1000
96,0.1,0.9,0.02,1000
96,0.1,0.9,0.07,1000
96,0.1,0.9,0.12,1000
96,0.1,0.9,0.17,1000
96,0.1,0.9,0.22,1000
96,0.1,0.9,0.27,1000
96,0.1,0.9,0.32,1000
96,0.1,0.9,0.37,1000
96,0.1,0.9,0.42,1000
96,0.1,0.9,0.47,1000
96,0.1,0.9,0.52,1000
96,0.1,0.9,0.57,1000
96,0.15,0.6,0.02,1000
96,0.15,0.6,0.07,1000
96,0.15,0.6,0.12,1000
96,0.15,0.6,0.17,1000
96,0.15,0.6,0.22,1000
96,0.15,0.6,0.27,1000
96,0.15,0.6,0.32,1000
96,0.15,0.6,0.37,1000
96,0.15,0.6,0.42,1000
96,0.15,0.6,0.47,1000
96,0.15,0.6,0.52,1000
96,0.15,0.6,0.57,1000
96,0.15,0.65,0.02,1000
96,0.15,0.65,0.07,1000
96,0.15,0.65,0.12,1000
96,0.15,0.65,0.17,1000
96,0.15,0.65,0.22,1000
96,0.15,0.65,0.27,1000
96,0.15,0.65,0.32,1000
96,0.15,0.65,0.37,1000
96,0.15,0.65,0.42,1000
96,0.15,0.65,0.47,1000
96,0.15,0.65,0.52,1000
96,0.15,0.65,0.57,1000
96,0.15,0.7,0.02,1000
96,0.15,0.7,0.07,1000
96,0.15,0.7,0.12,1000
96,0.15,0.7,0.17,1000
96,0.15,0.7,0.22,1000
96,0.15,0.7,0.27,1000
96,0.15,0.7,0.32,1000
96,0.15,0.7,0.37,1000
96,0.15,0.7,0.42,1000
96,0.15,0.7,0.47,1000
96,0.15,0.7,0.52,1000
96,0.15,0.7,0.57,1000
96,0.15,0.75,0.02,1000
96,0.15,0.75,0.07,1000
96,0.15,0.75,0.12,1000
96,0.15,0.75,0.17,1000
96,0.15,0.75,0.22,1000
96,0.15,0.75,0.27,1000
96,0.15,0.75,0.32,1000
96,0.15,0.75,0.37,1000
96,0.15,0.75,0.42,1000
96,0.15,0.75,0.47,1000
96,0.15,0.75,0.52,1000
96,0.15,0.75,0.57,1000
96,0.15,0.8,0.02,1000
96,0.15,0.8,0.07,1000
96,0.15,0.8,0.12,1000
96,0.15,0.8,0.17,1000
96,0.15,0.8,0.22,1000
96,0.15,0.8,0.27,1000
96,0.15,0.8,0.32,1000
96,0.15,0.8,0.37,1000
96,0.15,0.8,0.42,1000
96,0.15,0.8,0.47,1000
96,0.15,0.8,0.52,1000
96,0.15,0.8,0.57,1000
96,0.15,0.85,0.02,1000
96,0.15,0.85,0.07,1000
96,0.15,0.85,0.12,1000
96,0.15,0.85,0.17,1000
96,0.15,0.85,0.22,1000
96,0.15,0.85,0.27,1000
96,0.15,0.85,0.32,1000
96,0.15,0.85,0.37,1000
96,0.15,0.85,0.42,1000
96,0.15,0.85,0.47,1000
96,0.15,0.85,0.52,1000
96,0.15,0.85,0.57,1000
96,0.15,0.9,0.02,1000
96,0.15,0.9,0.07,1000
96,0.15,0.9,0.12,1000
96,0.15,0.9,0.17,1000
96,0.15,0.9,0.22,1000
96,0.15,0.9,0.27,1000
96,0.15,0.9,0.32,1000
96,0.15,0.9,0.37,1000
96,0.15,0.9,0.42,1000
96,0.15,0.9,0.47,1000
96,0.15,0.9,0.52,1000
96,0.15,0.9,0.57,1000
96,0.2,0.6,0.02,1000
96,0.2,0.6,0.07,1000
96,0.2,0.6,0.12,1000
96,0.2,0.6,0.17,1000
96,0.2,0.6,0.22,1000
96,0.2,0.6,0.27,1000
96,0.2,0.6,0.32,1000
96,0.2,0.6,0.37,19
96,0.2,0.6,0.42,5
96,0.2,0.6,0.47,6
96,0.2,0.6,0.52,12
96,0.2,0.6,0.57,16
96,0.2,0.65,0.02,1000
96,0.2,0.65,0.07,1000
96,0.2,0.65,0.12,1000
96,0.2,0.65,0.17,1000
96,0.2,0.65,0.22,1000
96,0.2,0.65,0.27,1000
96,0.2,0.65,0.32,27
96,0.2,0.65,0.37,29
96,0.2,0.65,0.42,28
96,0.2,0.65,0.47,18
96,0.2,0.65,0.52,8
96,0.2,0.65,0.57,11
96,0.2,0.7,0.02,1000
96,0.2,0.7,0.07,1000
96,0.2,0.7,0.12,1000
96,0.2,0.7,0.17,1000
96,0.2,0.7,0.22,1000
96,0.2,0.7,0.27,1000
96,0.2,0.7,0.32,1000
96,0.2,0.7,0.37,61
96,0.2,0.7,0.42,32
96,0.2,0.7,0.47,1000
96,0.2,0.7,0.52,17
96,0.2,0.7,0.57,33
96,0.2,0.75,0.02,1000
96,0.2,0.75,0.07,1000
96,0.2,0.75,0.12,1000
96,0.2,0.75,0.17,1000
96,0.2,0.75,0.22,1000
96,0.2,0.75,0.27,1000
96,0.2,0.75,0.32,1000
96,0.2,0.75,0.37,1000
96,0.2,0.75,0.42,55
96,0.2,0.75,0.47,1000
96,0.2,0.75,0.52,1000
96,0.2,0.75,0.57,1000
96,0.2,0.8,0.02,1000
96,0.2,0.8,0.07,1000
96,0.2,0.8,0.12,1000
96,0.2,0.8,0.17,1000
96,0.2,0.8,0.22,1000
96,0.2,0.8,0.27,1000
96,0.2,0.8,0.32,1000
96,0.2,0.8,0.37,1000
96,0.2,0.8,0.42,1000
96,0.2,0.8,0.47,1000
96,0.2,0.8,0.52,18
96,0.2,0.8,0.57,1000
96,0.2,0.85,0.02,1000
96,0.2,0.85,0.07,1000
96,0.2,0.85,0.12,1000
96,0.2,0.85,0.17,1000
96,0.2,0.85,0.22,1000
96,0.2,0.85,0.27,1000
96,0.2,0.85,0.32,1000
96,0.2,0.85,0.37,1000
96,0.2,0.85,0.42,1000
96,0.2,0.85,0.47,1000
96,0.2,0.85,0.52,1000
96,0.2,0.85,0.57,1000
96,0.2,0.9,0.02,1000
96,0.2,0.9,0.07,1000
96,0.2,0.9,0.12,1000
96,0.2,0.9,0.17,1000
96,0.2,0.9,0.22,1000
96,0.2,0.9,0.27,1000
96,0.2,0.9,0.32,1000
96,0.2,0.9,0.37,1000
96,0.2,0.9,0.42,1000
96,0.2,0.9,0.47,1000
96,0.2,0.9,0.52,1000
96,0.2,0.9,0.57,1000
96,0.25,0.6,0.02,1000
96,0.25,0.6,0.07,1000
96,0.25,0.6,0.12,1000
96,0.25,0.6,0.17,1000
96,0.25,0.6,0.22,11
96,0.25,0.6,0.27,13
96,0.25,0.6,0.32,5
96,0.25,0.6,0.37,10
96,0.25,0.6,0.42,4
96,0.25,0.6,0.47,4
96,0.25,0.6,0.52,4
96,0.25,0.6,0.57,5
96,0.25,0.65,0.02,1000
96,0.25,0.65,0.07,1000
96,0.25,0.65,0.12,1000
96,0.25,0.65,0.17,1000
96,0.25,0.65,0.22,49
96,0.25,0.65,0.27,13
96,0.25,0.65,0.32,11
96,0.25,0.65,0.37,9
96,0.25,0.65,0.42,8
96,0.25,0.65,0.47,8
96,0.25,0.65,0.52,5
96,0.25,0.65,0.57,5
96,0.25,0.7,0.02,1000
96,0.25,0.7,0.07,1000
96,0.25,0.7,0.12,1000
96,0.25,0.7,0.17,1000
96,0.25,0.7,0.22,62
96,0.25,0.7,0.27,30
96,0.25,0.7,0.32,16
96,0.25,0.7,0.37,15
96,0.25,0.7,0.42,8
96,0.25,0.7,0.47,12
96,0.25,0.7,0.52,10
96,0.25,0.7,0.57,9
96,0.25,0.75,0.02,1000
96,0.25,0.75,0.07,1000
96,0.25,0.75,0.12,1000
96,0.25,0.75,0.17,1000
96,0.25,0.75,0.22,1000
96,0.25,0.75,0.27,24
96,0.25,0.75,0.32,25
96,0.25,0.75,0.37,16
96,0.25,0.75,0.42,15
96,0.25,0.75,0.47,10
96,0.25,0.75,0.52,11
96,0.25,0.75,0.57,9
96,0.25,0.8,0.02,1000
96,0.25,0.8,0.07,1000
96,0.25,0.8,0.12,1000
96,0.25,0.8,0.17,1000
96,0.25,0.8,0.22,63
96,0.25,0.8,0.27,28
96,0.25,0.8,0.32,31
96,0.25,0.8,0.37,21
96,0.25,0.8,0.42,27
96,0.25,0.8,0.47,16
96,0.25,0.8,0.52,11
96,0.25,0.8,0.57,14
96,0.25,0.85,0.02,1000
96,0.25,0.85,0.07,1000
96,0.25,0.85,0.12,1000
96,0.25,0.85,0.17,1000
96,0.25,0.85,0.22,1000
96,0.25,0.85,0.27,39
96,0.25,0.85,0.32,26
96,0.25,0.85,0.37,20
96,0.25,0.85,0.42,17
96,0.25,0.85,0.47,13
96,0.25,0.85,0.52,15
96,0.25,0.85,0.57,10
96,0.25,0.9,0.02,1000
96,0.25,0.9,0.07,1000
96,0.25,0.9,0.12,1000
96,0.25,0.9,0.17,1000
96,0.25,0.9,0.22,1000
96,0.25,0.9,0.27,37
96,0.25,0.9,0.32,31
96,0.25,0.9,0.37,28
96,0.25,0.9,0.42,19
96,0.25,0.9,0.47,27
96,0.25,0.9,0.52,34
96,0.25,0.9,0.57,14
