Ratio,SourcePaper,FromRound,top_name_entries,mem_entries,MemRatio_asProp,TP_cutoff,Below_Above_TP,Trials,BR_Match,BR_Miss,Prop
7:12,CBBB2018,22,7,12,0.583,7.17,below,1343,949,394,0.707
